dataset,fold_id,method,classifier_accuracy,autoencoder_loss,best_lr,proximity,validity,lof_score,relative_proximity,compactness,pred_margin_weight,step_weight_type,threshold_tau
RamanCOVID19_ramanspy_preprocessed,1,1dCNN autoencoder,0.6395833333333334,0.0003541168407537043,0.001,1.8356199272886218,1.0,1.0,4.332091695974492,0.7935483870967742,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,1,No autoencoder,0.6395833333333334,0,0.001,1.073737957151789,1.0,1.0,2.5340383478515713,0.8069354838709677,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,2,1dCNN autoencoder,0.7239583333333333,0.0003023948520421982,0.001,1.9942902584652433,1.0,1.0,4.260792100459686,0.7817921146953405,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,2,No autoencoder,0.7239583333333333,0,0.001,1.0692752735667,1.0,1.0,2.2845017767554157,0.8064516129032258,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,3,1dCNN autoencoder,0.5739583333333333,0.0003292689798399806,0.001,1.9921813009922664,1.0,1.0,4.38161526894744,0.7788709677419355,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,3,No autoencoder,0.5739583333333333,0,0.001,1.058760039813885,1.0,0.9838709677419355,2.3286430578829775,0.8068637992831541,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,4,1dCNN autoencoder,0.53125,0.00037073245039209723,0.001,2.2053987080581168,1.0,1.0,5.556786281284045,0.7710394265232975,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,4,No autoencoder,0.53125,0,0.001,1.0852378153002153,1.0,0.9838709677419355,2.734396543335597,0.8066129032258065,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,5,1dCNN autoencoder,0.5161290322580645,0.00035169252078048885,0.001,2.374228575235062,1.0,1.0,6.417083115669374,0.7659016393442623,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,5,No autoencoder,0.5161290322580645,0,0.001,1.1114237642745586,1.0,1.0,3.0039646335963464,0.8058834244080145,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,1,LSTM autoencoder,0.6395833333333334,0.016448592767119408,0.001,3.799307118248037,0.1774193548387097,1.0,8.96642413428714,0.1217921146953405,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,2,LSTM autoencoder,0.7239583333333333,0.016991453245282173,0.001,3.806039255793377,0.5645161290322581,1.0,8.131585623651338,0.11724014336917563,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,3,LSTM autoencoder,0.5739583333333333,0.01706642098724842,0.001,3.8209335734388823,0.20967741935483872,1.0,8.403783771424278,0.11505376344086021,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,4,LSTM autoencoder,0.53125,0.01719670183956623,0.001,3.819573890955025,0.03225806451612903,1.0,9.623908692817775,0.10483870967741936,0.8,global,0.8
RamanCOVID19_ramanspy_preprocessed,5,LSTM autoencoder,0.5161290322580645,0.016615936532616615,0.001,3.794243505396923,0.01639344262295082,1.0,10.255110307907142,0.12444444444444444,0.8,global,0.8
